GeneID,GeneName,log2FC,P.Value,adj.P.Value
ENSG00000223611,SUPT20HL2,-1.209765147,0.192061263,0.463952491
ENSG00000223614,ZNF735,2.911812757,0.025612053,0.189929107
ENSG00000223617,LINC00370,1.892051984,0.077646928,0.28749013
ENSG00000223619,MTCO1P17,2.183843188,0.07631163,0.285651462
ENSG00000223620,RBM48P1,4.033184875,0.028502471,0.196949213
ENSG00000223621,AK4P4,-1.192273349,0.312800222,0.589178034
ENSG00000223622,GSTA6P,0.874412455,0.291237765,0.560967329
ENSG00000223625,CYCSP32,2.765429818,0.043928406,0.227915398
ENSG00000223626,LINC01044,2.407574037,0.07304399,0.283344661
ENSG00000223629,DEFA8P,-2.220485473,0.058443736,0.257318933
ENSG00000223631,LINC01120,2.6684817,0.05324425,0.245123501
ENSG00000223636,UBE2Q2P5Y,0,1,1
ENSG00000223637,RBMY2EP,1.205679858,0.291237778,0.560967329
ENSG00000223638,RFPL4A,0.947984164,0.506891048,0.816531047
ENSG00000223640,RPL30P3,2.311392151,0.076811166,0.286614709
ENSG00000223641,TTTY17C,0,1,1
ENSG00000223647,LINC01946,1.654372095,0.135548213,0.37906611
ENSG00000223648,IGHV3-64,2.146771857,0.01908955,0.173470076
ENSG00000223650,UHRF2P1,6.886486379,0.004280063,0.101654539
ENSG00000223655,RAB9AP3,0,1,1
ENSG00000223656,HMGB3P10,-1.09517748,0.277657894,0.560967329
ENSG00000223657,KRT8P51,0.960331854,0.389178196,0.686418547
ENSG00000223658,C1GALT1C1L,0.792722955,0.286155931,0.560967329
ENSG00000223662,SAMSN1-AS1,2.952428723,0.053260554,0.245142633
ENSG00000223663,NDUFB4P8,1.849434259,0.133783611,0.37906611
ENSG00000223668,EEF1A1P24,0.356960232,0.64940361,0.95839442
ENSG00000223671,RPL34P3,2.074500978,0.135548219,0.37906611
ENSG00000223676,RPL34P26,3.071002035,0.033471828,0.207022865
ENSG00000223677,OR2AD1P,1.359740827,0.136291266,0.37906611
ENSG00000223683,RPSAP65,1.931116123,0.135548216,0.37906611
ENSG00000223684,IFNWP18,0,1,1
ENSG00000223685,LINC00571,-0.178142752,0.845194035,1
ENSG00000223688,RPS24P14,-0.274310977,0.840408013,1
ENSG00000223692,DIP2A-IT1,3.271988722,0.024530623,0.187766051
ENSG00000223694,ADH5P3,0.533883433,0.633658199,0.943955785
ENSG00000223698,GOLGA6L11P,0,1,1
ENSG00000223701,RAET1E-AS1,0.966981408,0.449547055,0.75689543
ENSG00000223702,ZDHHC20P2,-1.405984794,0.192061272,0.463952491
ENSG00000223704,LINC01422,1.186811281,0.211935651,0.49719063
ENSG00000223705,NSUN5P1,1.82479891,0.001782491,0.069527161
ENSG00000223707,SFR1P2,1.931116123,0.135548216,0.37906611
ENSG00000223709,TRIM64EP,0,1,1
ENSG00000223710,CRYGGP,0,1,1
ENSG00000223715,LINC01208,4.806022845,0.008541812,0.132947617
ENSG00000223717,DNAJA1P1,0,1,1
ENSG00000223721,UQCRFS1P2,1.931116123,0.135548216,0.37906611
ENSG00000223724,RAD17P2,6.832875735,0.003662742,0.096110026
ENSG00000223729,LINC02247,1.620597324,0.135548212,0.37906611
ENSG00000223731,SUPT20HL1,0.81273509,0.513847632,0.823590518
ENSG00000223733,RPL18AP14,2.733322487,0.051450192,0.242466014
ENSG00000223735,OR51B3P,1.205679858,0.291237778,0.560967329
ENSG00000223741,PSMD4P1,0,1,1
ENSG00000223744,RBMY2GP,0,1,1
ENSG00000223745,CCDC18-AS1,1.566909479,0.009821653,0.139120156
ENSG00000223746,ELOCP30,0,1,1
ENSG00000223749,MIR503HG,2.375716075,0.001599996,0.065992699
ENSG00000223750,SIRPB3P,1.64449768,0.206566055,0.488369456
ENSG00000223756,TSSC2,0.401338558,0.591455595,0.902424478
ENSG00000223760,MED15P9,2.515674259,0.116450757,0.364282205
ENSG00000223765,LINC01626,-1.277226562,0.192061265,0.463952491
ENSG00000223768,LINC00205,0.826595602,0.117165527,0.365699381
ENSG00000223772,GEMIN8P3,1.476491213,0.282863058,0.560967329
ENSG00000223773,CD99P1,0.583851055,0.218316343,0.507316941
ENSG00000223776,LGALS8-AS1,1.822943647,0.085982311,0.304834006
ENSG00000223782,RPS21P8,0,1,1
ENSG00000223783,LINC01983,5.3382428,0.00075055,0.044946062
ENSG00000223784,LINP1,4.022817872,0.00493242,0.108620408
ENSG00000223788,DIS3L2P1,1.167143674,0.291237776,0.560967329
ENSG00000223791,UBE2E1-AS1,-0.532167213,0.619270041,0.930474236
ENSG00000223794,COX5BP8,0,1,1
ENSG00000223797,ENTPD3-AS1,-0.40124921,0.453210963,0.760861538
ENSG00000223799,IL10RB-AS1,-0.50689932,0.299960447,0.572156413
ENSG00000223802,CERS1,1.396238861,0.289914473,0.560967329
ENSG00000223803,RPS20P14,0.089548554,0.905059066,1
ENSG00000223806,LINC00114,-1.697385799,0.183874159,0.463952491
ENSG00000223807,BOLA3P4,-1.014805615,0.372177086,0.665273075
ENSG00000223810,KRT8P28,0.874412455,0.291237765,0.560967329
ENSG00000223815,DIAPH3-AS2,3.825935715,0.045821705,0.230013624
ENSG00000223816,IGKV1OR2-2,1.435097114,0.27322141,0.560967329
ENSG00000223817,CDH23-AS1,-1.277226562,0.192061265,0.463952491
ENSG00000223819,PPIAP89,3.530371195,0.015060179,0.161116965
ENSG00000223820,CFL1P1,-0.023864421,0.970776517,1
ENSG00000223822,EEF1A1P1,0.26922302,0.772064796,1
ENSG00000223823,LINC01342,3.168311181,0.029591799,0.19998487
ENSG00000223825,DAZAP2P1,-0.860537564,0.180509399,0.459462587
ENSG00000223826,LINC01870,2.002929511,0.079391177,0.289242479
ENSG00000223828,BANF1P4,4.604936827,0.016945138,0.16753345
ENSG00000223839,FAM95B1,-0.542628971,0.651057011,0.959959126
ENSG00000223843,EFCAB6-AS1,1.806750277,0.17289649,0.446436985
ENSG00000223845,VN1R40P,1.205679858,0.291237778,0.560967329
ENSG00000223850,MYCNUT,2.377517082,0.056655031,0.25446801
ENSG00000223856,RAB9AP2,0,1,1
ENSG00000223863,LINC01805,2.313053673,0.08217186,0.295921441
ENSG00000223864,NPM1P19,3.44763818,0.018025332,0.170879034
ENSG00000223865,HLA-DPB1,-1.68307041,0.003879506,0.097796189
ENSG00000223873,SAP18P2,2.658178032,0.039632052,0.218128588
ENSG00000223874,LINC01921,0,1,1
ENSG00000223875,NBEAP3,0.874412455,0.291237765,0.560967329
ENSG00000223876,RPS27P1,0,1,1
ENSG00000223877,RPS8P10,2.015397906,0.079659196,0.289597111
ENSG00000223878,PPIAP53,1.602314457,0.083665494,0.299428406
ENSG00000223880,LINC01078,0,1,1
ENSG00000223882,ABCC5-AS1,1.052016639,0.413472221,0.71508034
ENSG00000223883,LINC01707,0.656201487,0.739647477,1
ENSG00000223885,FAM90A13P,0,1,1
ENSG00000223891,OSER1-AS1,0.01414058,0.980508738,1
ENSG00000223893,GNL2P1,-0.60731413,0.556102283,0.866852255
ENSG00000223896,CCNJP2,6.537312818,0.015068398,0.161116965
ENSG00000223899,SEC13P1,1.430150937,0.268761646,0.560967329
ENSG00000223903,RPL23P4,0.874412455,0.291237765,0.560967329
ENSG00000223904,HMGB1P12,0,1,1
ENSG00000223910,ZNF32-AS3,0.658184269,0.739647478,1
ENSG00000223912,EEF1A1P36,0.05264152,0.968598938,1
ENSG00000223914,LINC02471,-4.167857495,0.000443283,0.035259579
ENSG00000223915,DPPA2P1,4.425431865,0.028839274,0.197548241
ENSG00000223921,MTND1P27,-1.209765147,0.192061263,0.463952491
ENSG00000223922,ASS1P2,0.621996826,0.409854478,0.710822631
ENSG00000223928,NUP35P1,2.632534485,0.121131664,0.373807384
ENSG00000223929,MIR4432HG,3.315228371,0.051326078,0.24233842
ENSG00000223940,KRT8P8,0.25067635,0.793469352,1
ENSG00000223941,LINC01014,2.0243476,0.189835734,0.463952491
ENSG00000223949,ROR1-AS1,2.300394094,0.059340525,0.258580935
ENSG00000223953,C1QTNF5,0,1,1
ENSG00000223955,MTND6P1,0,1,1
ENSG00000223956,LINC01767,0.240766101,0.813749891,1
ENSG00000223959,AFG3L1P,0.681968228,0.101630662,0.333547175
ENSG00000223962,UBBP3,-0.55463047,0.769219768,1
ENSG00000223963,THAP12P8,3.417305381,0.027422751,0.194341305
ENSG00000223965,ZNF587P1,3.398902852,0.044252347,0.228703296
ENSG00000223972,DDX11L1,-1.501698922,0.192061278,0.463952491
ENSG00000223974,BNIP3P42,6.633360127,0.011738309,0.147675819
ENSG00000223976,EXTL2P1,0,1,1
ENSG00000223978,ZNF736P1Y,0,1,1
ENSG00000223979,SMCR2,1.159610592,0.31500878,0.591994095
ENSG00000223982,SNRPD2P2,0.874412455,0.291237765,0.560967329
ENSG00000223984,HNRNPRP1,5.414967828,0.008905717,0.134704492
ENSG00000223985,LINC01874,0,1,1
ENSG00000223987,RPL26P28,2.863871002,0.029095554,0.198231253
ENSG00000223995,RPL32P35,1.931116123,0.135548216,0.37906611
ENSG00000223997,TRDD1,0,1,1
ENSG00000224003,YES1P1,-0.4660288,0.616405706,0.927806942
ENSG00000224004,ATP5F1CP1,1.164757997,0.295631198,0.566974086
ENSG00000224008,LINC01441,1.804504373,0.135548214,0.37906611
ENSG00000224017,LINC01449,1.824137272,0.113061287,0.357351894
ENSG00000224019,RPL21P32,2.780455755,0.047596678,0.234352706
ENSG00000224020,MIR181A2HG,1.427932465,0.096290976,0.321933606
ENSG00000224028,LINC01853,1.205679858,0.291237778,0.560967329
ENSG00000224031,TCEAL3-AS1,4.373981446,0.015319158,0.161766704
ENSG00000224032,EPB41L4A-AS1,-0.598352876,0.177911994,0.455017372
ENSG00000224033,CDY8P,0,1,1
ENSG00000224034,LINC02561,3.535080522,0.007042991,0.123834034
ENSG00000224035,SFPQP1,0.874412455,0.291237765,0.560967329
ENSG00000224039,CDYLP1,0,1,1
ENSG00000224040,HMGN1P4,1.667246742,0.153016215,0.411474291
ENSG00000224041,IGKV3D-15,0.867078227,0.349133927,0.636696234
ENSG00000224042,MTND4P6,0,1,1
ENSG00000224043,CCNT2-AS1,-0.520470625,0.35299663,0.641477486
ENSG00000224045,PAEPP1,6.321918022,0.011905806,0.148565883
ENSG00000224051,CPTP,-0.276287679,0.577469801,0.888572162
ENSG00000224055,GAPDHP55,7.402805016,0.009709236,0.138364148
ENSG00000224057,EGFR-AS1,2.71096522,0.071653967,0.283055592
ENSG00000224059,HSPA8P16,1.255547107,0.333502163,0.616456305
ENSG00000224060,ARSEP1,1.462189994,0.22746186,0.522206017
ENSG00000224062,TUBB4BP5,0,1,1
ENSG00000224065,SRIP2,-1.209765147,0.192061263,0.463952491
ENSG00000224070,HMGN1P6,0,1,1
ENSG00000224074,LINC00691,3.574965002,0.051247191,0.242098245
ENSG00000224075,TTTY22,0,1,1
ENSG00000224078,SNHG14,0.09076948,0.847088251,1
ENSG00000224080,UBE2FP1,-0.910236678,0.207349614,0.489551282
ENSG00000224081,SLC44A3-AS1,1.102105967,0.074321105,0.285392734
ENSG00000224082,UBTFL8,3.623805651,0.036904471,0.21423295
ENSG00000224083,MTCO1P11,4.087724376,0.021111797,0.178963537
ENSG00000224085,RPL23AP41,-2.984587204,0.016065154,0.164508794
ENSG00000224089,CT47A10,0,1,1
ENSG00000224094,RPS24P8,1.006322127,0.155703094,0.416239303
ENSG00000224095,LINC01935,1.245884891,0.291237781,0.560967329
ENSG00000224101,ELMO1-AS1,4.509399492,0.02355166,0.185759112
ENSG00000224106,CYP4F25P,-0.48514904,0.669489326,0.978236843
ENSG00000224107,ETDB,0,1,1
ENSG00000224109,CENPVL3,5.804447524,0.023699466,0.186053117
ENSG00000224110,MTRF1LP2,4.728074023,0.005055046,0.109625076
ENSG00000224116,INHBA-AS1,-0.221907438,0.812128029,1
ENSG00000224117,PTPN2P2,3.371584028,0.02678741,0.192711482
ENSG00000224121,ATG12P2,5.396787714,0.005908771,0.116025832
ENSG00000224122,POU6F2-AS1,2.756307933,0.075765821,0.285651462
ENSG00000224124,POM121L10P,-1.405984794,0.192061272,0.463952491
ENSG00000224126,UBE2SP2,4.340747894,0.004884821,0.107906726
ENSG00000224128,LINC01248,0.874412455,0.291237765,0.560967329
ENSG00000224129,DPPA2P2,1.931116123,0.135548216,0.37906611
ENSG00000224137,LINC01857,-1.354320088,0.082930452,0.297718757
ENSG00000224141,MIR548XHG,7.135169386,0.00632633,0.118433199
ENSG00000224142,AMMECR1-IT1,3.400944115,0.05182967,0.243284756
ENSG00000224144,ASH2LP1,0.501059453,0.739647462,1
ENSG00000224151,USP9YP28,0,1,1
ENSG00000224153,LINC02054,0.745938476,0.516611004,0.826477729
ENSG00000224157,HCG14,0.547106731,0.607599221,0.919034278
ENSG00000224159,HMGB1P9,-0.183120207,0.874044471,1
ENSG00000224160,CICP10,3.2475807,0.045417874,0.230013624
ENSG00000224161,RPS26P54,0.336894573,0.770078818,1
ENSG00000224162,UQCRHP3,1.331822878,0.291237787,0.560967329
ENSG00000224165,DNAJC27-AS1,0.00956112,0.986928339,1
ENSG00000224166,PRYP1,0,1,1
ENSG00000224169,HSFY6P,0,1,1
ENSG00000224177,LINC00570,-0.730983163,0.457612562,0.765391826
ENSG00000224183,SDHDP6,-0.259425052,0.842210251,1
ENSG00000224184,MIR3681HG,0.702282612,0.570892118,0.881814758
ENSG00000224185,SNX18P9,2.572408996,0.058548756,0.257392381
ENSG00000224186,C5orf66,0.898099302,0.162753952,0.428477727
ENSG00000224187,LINC01991,3.364281494,0.016992677,0.167634653
ENSG00000224188,UBE2D3P4,0,1,1
ENSG00000224189,HAGLR,-0.68716251,0.043322791,0.226629679
ENSG00000224203,RPS23P10,0.490885929,0.625689593,0.936513738
ENSG00000224204,PHEX-AS1,2.181200168,0.106151805,0.342649117
ENSG00000224209,LINC00466,3.862762328,0.009667255,0.138130066
ENSG00000224210,TRIM60P5Y,0,1,1
ENSG00000224221,RPS6P8,3.079373574,0.020815193,0.178343072
ENSG00000224223,VSTM2A-OT1,0.036119744,0.973500224,1
ENSG00000224224,HAUS1P2,1.187141879,0.286360028,0.560967329
ENSG00000224227,OR2L1P,2.795762591,0.056950285,0.255112138
ENSG00000224231,LINC01832,4.079786103,0.03238699,0.204712788
ENSG00000224233,OR2J4P,0.874412455,0.291237765,0.560967329
ENSG00000224236,MRRFP1,1.618046891,0.118873351,0.369371533
ENSG00000224237,MINOS1P3,-2.860615266,0.043806487,0.22785631
ENSG00000224238,WARS2-IT1,-0.218814009,0.866096789,1
ENSG00000224240,CYCSP49,0,1,1
ENSG00000224243,SOX1-OT,6.8243517,0.01662593,0.166267542
ENSG00000224254,MTCO1P39,0.871755628,0.486060172,0.793546983
ENSG00000224255,PDCL3P6,0.341418881,0.765995729,1
ENSG00000224257,VWC2L-IT1,3.229697305,0.033209269,0.206300736
ENSG00000224259,LINC01133,1.428735319,0.146799846,0.399644194
ENSG00000224261,RPSAP18,0.374031713,0.58195765,0.892933473
ENSG00000224263,CYCSP12,0,1,1
ENSG00000224274,ENSAP1,4.706945204,0.018155709,0.171210259
ENSG00000224279,RPS29P31,0.874412455,0.291237765,0.560967329
ENSG00000224281,SLC25A5-AS1,0.763076537,0.153771877,0.412845545
ENSG00000224286,LINC01142,1.923592493,0.131692695,0.37906611
ENSG00000224287,MSL3P1,2.29806786,0.016161578,0.164903525
ENSG00000224288,MTCYBP11,1.931116123,0.135548216,0.37906611
ENSG00000224289,IFIT6P,1.245884891,0.291237781,0.560967329
ENSG00000224294,PINCR,0.874412455,0.291237765,0.560967329
ENSG00000224295,OLFM5P,0.375479761,0.686299384,0.994357304
ENSG00000224296,MRPL49P1,0,1,1
ENSG00000224299,MTATP6P16,0.060482448,0.964421396,1
ENSG00000224300,OR51P1P,0,1,1
ENSG00000224308,LINC01527,5.551781534,0.012019135,0.149265513
ENSG00000224309,ANKRD30BP2,2.86058254,0.058509543,0.257318933
ENSG00000224310,LINC01567,0.631475877,0.606782326,0.918189028
ENSG00000224312,MCCD1P2,1.193542259,0.303927787,0.577553795
ENSG00000224315,RPL7P7,3.061776349,0.031328835,0.202680911
ENSG00000224316,GTF2IP5,2.43667074,0.037889194,0.215552337
ENSG00000224318,CHL1-AS2,1.804860477,0.159019831,0.422098747
ENSG00000224321,RPL12P14,-0.884269971,0.321865796,0.601050015
ENSG00000224323,DPRXP1,5.560127456,0.020068191,0.176290123
ENSG00000224324,THAP5P1,0.465306449,0.645445101,0.954648865
ENSG00000224328,MDC1-AS1,-0.042621473,0.929222245,1
ENSG00000224329,LINC00297,0,1,1
ENSG00000224333,GAPDHP20,3.115864222,0.011154516,0.145021538
ENSG00000224336,FAM197Y1,0,1,1
ENSG00000224337,FAM8A3P,1.315821308,0.291237786,0.560967329
ENSG00000224338,MTCYBP45,0,1,1
ENSG00000224344,KNOP1P3,-1.209765147,0.192061263,0.463952491
ENSG00000224346,BICD1P1,-0.09899866,0.905525847,1
ENSG00000224347,SCEL-AS1,6.211103371,0.006334876,0.118515363
ENSG00000224351,CDKN2AIPNLP3,-1.209765147,0.192061263,0.463952491
ENSG00000224353,ACE3P,0,1,1
ENSG00000224354,MTND2P5,1.003582796,0.421024315,0.723943634
ENSG00000224357,ATG3P1,0,1,1
ENSG00000224367,OACYLP,3.52721015,0.00307139,0.088596574
ENSG00000224368,ARAFP2,0,1,1
ENSG00000224372,HLA-N,-1.209765147,0.192061263,0.463952491
ENSG00000224373,IGHV4-59,3.245049283,0.002462698,0.080536278
ENSG00000224382,LINC00703,-0.938581533,0.403361949,0.702916192
ENSG00000224383,PRR29,0.749422068,0.446288715,0.753128549
ENSG00000224388,BACE2-IT1,0,1,1
ENSG00000224389,C4B,-1.689584355,0.006411302,0.119103948
ENSG00000224391,LINC01280,2.838831233,0.043949451,0.227936431
ENSG00000224394,GPC6-AS2,2.49649015,0.105979012,0.342612038
ENSG00000224396,METTL15P3,3.247607532,0.031237151,0.202680911
ENSG00000224397,SMIM25,-2.95434238,3.06E-05,0.010346956
ENSG00000224401,RPL7P57,2.275491027,0.074322057,0.285392734
ENSG00000224402,OR6D1P,0,1,1
ENSG00000224403,DPPA2P3,0.76247581,0.558122302,0.868612405
ENSG00000224405,LINC00572,1.625250229,0.269752447,0.560967329
ENSG00000224406,LINC02052,0.036119744,0.973500224,1
ENSG00000224408,USP9YP22,0,1,1
ENSG00000224411,HSP90AA2P,0.75560782,0.335450208,0.618964426
ENSG00000224416,IFNA22P,1.331822878,0.291237787,0.560967329
ENSG00000224418,STK24-AS1,1.071060876,0.234476515,0.533272282
ENSG00000224419,KRT18P27,-2.831537673,0.053809405,0.246539132
ENSG00000224420,ADM5,0.245185343,0.722721718,1
ENSG00000224421,ATP5MFP1,-0.184936647,0.860745657,1
ENSG00000224424,PRKAR2A-AS1,0.319240755,0.573268019,0.884411966
ENSG00000224426,SLC31A1P1,-0.503793857,0.68351396,0.991818407
ENSG00000224429,LINC00539,1.117496483,0.072504545,0.283344661
ENSG00000224430,MKRN5P,2.856081423,0.032048679,0.204392788
ENSG00000224435,NF1P6,5.525048595,0.012341256,0.150730288
ENSG00000224437,PIGUP1,1.161645044,0.317717076,0.595730598
ENSG00000224438,RPL23AP14,2.538484017,0.059130265,0.258474384
ENSG00000224439,RPSAP10,0.189436967,0.88176173,1
ENSG00000224440,CXorf51A,0,1,1
ENSG00000224445,LINC01708,0.676228998,0.647109111,0.956104659
ENSG00000224447,HIST1H1PS2,1.205679858,0.291237778,0.560967329
ENSG00000224451,ATP5PBP1,5.682432705,0.023916736,0.186147981
ENSG00000224452,RSL24D1P6,0.976735447,0.265603,0.560967329
ENSG00000224458,GUSBP6,2.96927731,0.033454387,0.206997691
ENSG00000224459,SLC25A34-AS1,0.314195102,0.774926107,1
ENSG00000224462,C4BPAP1,1.951982595,0.205897021,0.487421118
ENSG00000224464,PGAM1P6,3.052216129,0.072372546,0.283344661
ENSG00000224465,SOCS2P2,2.663376937,0.077111985,0.286979664
ENSG00000224466,CDCA4P2,0,1,1
ENSG00000224468,LAMC1-AS1,1.256626072,0.191514008,0.463952491
ENSG00000224470,ATXN1L,-0.967141305,0.009843237,0.139296207
ENSG00000224471,MTCO3P19,5.504822034,0.025325174,0.189454855
ENSG00000224473,CCND3P1,-0.038069189,0.974661787,1
ENSG00000224476,RPL36P16,0.894814261,0.506925444,0.816564708
ENSG00000224482,HSFY4P,0,1,1
ENSG00000224485,USP9YP7,0,1,1
ENSG00000224486,HCG19P,0.874412455,0.291237765,0.560967329
ENSG00000224488,SAMM50P1,3.8046256,0.029006086,0.198059628
ENSG00000224490,TTC21B-AS1,4.271906457,0.011122541,0.144926205
ENSG00000224494,HNRNPA3P14,-1.045640152,0.367937026,0.659882034
ENSG00000224497,RPL36P4,0,1,1
ENSG00000224498,MAPKAPK5P1,0,1,1
ENSG00000224506,LINC02523,-0.453253161,0.769219764,1
ENSG00000224510,POLR2KP2,0,1,1
ENSG00000224511,LINC00365,-1.437998456,0.127543871,0.37906611
ENSG00000224514,LINC00620,-1.180802987,0.308140525,0.583070434
ENSG00000224517,HTR2A-AS1,-1.209765147,0.192061263,0.463952491
ENSG00000224519,HMGN1P19,0,1,1
ENSG00000224520,KRT8P45,-0.440293257,0.632788212,0.943170838
ENSG00000224524,CYCSP42,0,1,1
ENSG00000224530,PPIAP10,2.275545047,0.133185851,0.37906611
ENSG00000224531,SMIM13,0.423849943,0.355062627,0.643877699
ENSG00000224533,TMLHE-AS1,3.138354303,0.023822791,0.186147981
ENSG00000224537,MEP1AP4,0,1,1
ENSG00000224539,SAGE4P,0,1,1
ENSG00000224543,SNRPGP15,1.696024686,0.060611639,0.261463073
ENSG00000224546,EIF4BP3,0.203104133,0.747559064,1
ENSG00000224547,ZNF619P1,0,1,1
ENSG00000224551,HMGB3P21,4.704828405,0.033079961,0.206022568
ENSG00000224557,HLA-DPB2,-0.202553624,0.837099398,1
ENSG00000224559,LINC01087,2.746446419,0.049741856,0.238967254
ENSG00000224563,LPP-AS1,4.212951715,0.033963359,0.207866587
ENSG00000224565,LINC01754,2.60436748,0.057609399,0.256565167
ENSG00000224566,FAM96AP2,1.625666566,0.090225144,0.314104501
ENSG00000224568,LINC01886,2.665998108,0.059907941,0.259854559
ENSG00000224571,USP9YP13,0,1,1
ENSG00000224574,COL18A1-AS2,3.551833147,0.038002653,0.215552337
ENSG00000224577,LINC01117,2.770382966,0.009645064,0.13794334
ENSG00000224578,HNRNPA1P48,0.276911501,0.608887705,0.920080211
ENSG00000224582,LINC01015,-0.645850315,0.534368067,0.844723497
ENSG00000224584,UBE2V1P13,3.357072045,0.030799091,0.202036739
ENSG00000224586,GPX5,2.924367012,0.073463071,0.283344661
ENSG00000224590,MTND3P16,1.931116123,0.135548216,0.37906611
ENSG00000224594,RPL29P19,-0.528590786,0.579074274,0.8898638
ENSG00000224596,ZMIZ1-AS1,-0.281929875,0.603785306,0.915210933
ENSG00000224597,SVIL-AS1,-0.356966929,0.271190647,0.560967329
ENSG00000224598,RPS5P2,1.921254529,0.142649985,0.391554303
ENSG00000224599,BMS1P12,1.714133005,0.135548214,0.37906611
ENSG00000224602,RPS26P5,0,1,1
ENSG00000224606,TGFA-IT1,2.756307933,0.075765821,0.285651462
ENSG00000224607,IGKV1D-27,-0.395949159,0.736980162,1
ENSG00000224614,TNK2-AS1,0.82965812,0.334294528,0.617529044
ENSG00000224616,RTCA-AS1,0.17585514,0.792329511,1
ENSG00000224620,MEF2AP1,0,1,1
ENSG00000224622,OR9R1P,0,1,1
ENSG00000224625,TUBB8P6,0,1,1
ENSG00000224627,RPL37P10,0,1,1
ENSG00000224631,RPS27AP16,1.260516254,0.093610715,0.316626122
ENSG00000224634,ZNF736P6Y,0,1,1
ENSG00000224637,PDSS1P2,1.205679858,0.291237778,0.560967329
ENSG00000224640,SRSF1P1,1.245884891,0.291237781,0.560967329
ENSG00000224648,LINC01627,0,1,1
ENSG00000224650,IGHV3-74,1.909961376,0.012956814,0.153861088
ENSG00000224652,LINC00885,-1.632620204,0.074675735,0.285651462
ENSG00000224655,LINC01823,1.606357861,0.255729001,0.560967329
ENSG00000224657,RBMY2BP,0,1,1
ENSG00000224659,GAGE12J,0,1,1
ENSG00000224660,SH3BP5-AS1,0.194037085,0.708849985,1
ENSG00000224662,ATP6V1G1P3,0.809693228,0.517696395,0.827523418
ENSG00000224664,RPL36AP53,2.074500978,0.135548219,0.37906611
ENSG00000224668,IPO8P1,0.852389917,0.425127734,0.728785237
ENSG00000224672,RPL17P10,0.597693393,0.656761824,0.965273266
ENSG00000224674,EIF3EP2,1.654372095,0.135548213,0.37906611
ENSG00000224677,PDIA3P2,1.661961184,0.200976208,0.478750734
ENSG00000224678,GAPDHP46,5.590893927,0.006819803,0.122317833
ENSG00000224679,MED15P4,0,1,1
ENSG00000224680,PLA2G12AP1,0.867514453,0.345269656,0.631668015
ENSG00000224682,SOCS5P2,1.568650801,0.202413003,0.481213226
ENSG00000224683,RPL36AP29,0.14170297,0.915824974,1
ENSG00000224686,ELOCP23,0,1,1
ENSG00000224687,RASAL2-AS1,-0.270324892,0.675925314,0.984088553
ENSG00000224688,E2F6P2,0.874412455,0.291237765,0.560967329
ENSG00000224689,ZNF812P,-1.182528969,0.149389559,0.404672551
