Gene,logFC,FDR adjusted Pvalue
6529,1.148002765,3.12E-07
10484,0.48304135,3.12E-07
65003,-0.609734394,3.22E-07
3665,-0.97570263,3.23E-07
623,1.342858473,3.26E-07
7424,0.94036464,3.44E-07
79783,1.111183544,3.54E-07
283659,1.253185561,3.60E-07
1294,1.509112154,3.60E-07
1969,0.760281464,3.72E-07
339005,0.967647237,3.73E-07
347,1.139160519,3.73E-07
4237,1.12139055,3.75E-07
3115,-0.986281929,3.76E-07
7448,1.709203001,3.77E-07
9047,-0.944694931,3.90E-07
83879,-0.989950968,3.91E-07
4093,1.126553967,4.00E-07
283991,-0.603963761,4.03E-07
401505,-0.571955136,4.05E-07
644353,1.021264515,4.06E-07
8837,-0.505203018,4.09E-07
6496,2.821966164,4.24E-07
3015,-0.603754716,4.30E-07
57182,0.584862182,4.31E-07
11118,-0.748803739,4.31E-07
54995,-0.517594533,4.34E-07
2261,1.515834753,4.46E-07
27087,1.967659734,4.53E-07
90952,0.559408383,4.59E-07
3910,0.826460833,4.66E-07
85360,0.857059175,4.66E-07
51251,-0.670038096,4.66E-07
10062,-0.560418764,4.72E-07
51016,-0.682051149,4.77E-07
84668,0.70510394,4.91E-07
83690,1.292193653,4.93E-07
3669,-0.921248939,4.95E-07
5787,0.703974339,5.00E-07
84570,1.712595917,5.07E-07
8324,0.892917649,5.09E-07
80816,1.718598275,5.13E-07
3570,-0.891625956,5.16E-07
51668,-0.619602949,5.32E-07
114795,1.505716411,5.33E-07
2248,3.503654048,5.38E-07
2326,1.475623543,5.39E-07
10149,1.568459689,5.54E-07
26002,1.494797736,5.59E-07
9037,1.139519672,5.60E-07
129607,-0.998938602,5.79E-07
55848,-0.663447188,6.04E-07
54885,0.715315939,6.04E-07
10409,1.009600701,6.05E-07
151636,-0.607269313,6.13E-07
57689,1.367062941,6.30E-07
1469,2.119204519,6.30E-07
7450,0.721745771,6.38E-07
5739,0.882670376,6.49E-07
54453,0.488847563,6.52E-07
23034,0.704744805,6.91E-07
3673,0.944225095,7.08E-07
5507,1.165843966,7.08E-07
6352,-1.06339146,7.16E-07
441094,1.031306059,7.26E-07
2275,0.60550369,7.29E-07
586,1.62503982,7.42E-07
10384,-0.734393428,7.50E-07
6497,0.563245416,7.50E-07
2152,1.06648697,7.54E-07
411,0.520552235,7.62E-07
8544,-0.916909749,7.63E-07
4163,0.892435715,7.71E-07
6875,-0.774321113,7.72E-07
4515,-0.790830116,7.72E-07
309,0.58906036,8.04E-07
51069,-0.574009368,8.09E-07
58472,-0.716308745,8.13E-07
2840,1.610284546,8.25E-07
112574,0.461893989,8.44E-07
22979,0.977461221,8.46E-07
79902,-0.453999391,8.48E-07
79897,-0.587891226,8.48E-07
79822,0.976322377,8.51E-07
8793,0.999221153,8.54E-07
81031,0.708403606,8.54E-07
79156,-1.09157522,8.71E-07
3148,-0.672356869,8.79E-07
84159,0.583260782,8.98E-07
5754,0.584227427,9.00E-07
7391,-0.381279207,9.08E-07
55601,-0.876074308,9.45E-07
79056,-0.807151406,9.54E-07
165904,1.390432771,9.72E-07
4116,-0.549840924,9.74E-07
256987,0.70168872,9.80E-07
54329,0.804665831,9.82E-07
22821,0.74128424,1.00E-06
134728,-0.704880053,1.01E-06
4734,0.815243694,1.02E-06
387849,0.906339725,1.02E-06
1843,1.125650386,1.02E-06
256586,-0.701184781,1.04E-06
3037,1.374920207,1.05E-06
79870,1.27094958,1.05E-06
1520,-0.715317546,1.06E-06
26585,1.708131019,1.07E-06
25794,0.995035459,1.07E-06
4858,0.97523451,1.12E-06
7280,0.964329418,1.12E-06
23221,0.578132703,1.12E-06
1759,0.845725408,1.16E-06
5414,0.651910505,1.16E-06
80222,-0.445533851,1.17E-06
4685,1.814184573,1.17E-06
124842,1.466889985,1.17E-06
834,-0.78044682,1.18E-06
158584,-0.714941823,1.21E-06
23466,0.772741877,1.21E-06
10102,-0.46807892,1.22E-06
11258,-0.544120172,1.23E-06
84962,0.694808098,1.28E-06
3600,-1.048498899,1.32E-06
57595,1.524387212,1.34E-06
2852,0.961476934,1.36E-06
57514,0.639292802,1.38E-06
1535,-0.705454545,1.39E-06
8446,-0.492972659,1.39E-06
126298,0.631510856,1.40E-06
10797,-0.65851853,1.41E-06
116832,-0.769339954,1.41E-06
2354,1.760920401,1.44E-06
6355,-1.133236335,1.44E-06
4642,0.524625879,1.47E-06
245812,0.506710586,1.49E-06
2137,0.588750287,1.52E-06
29074,-0.476101699,1.53E-06
130612,0.971624436,1.55E-06
55034,-1.009988871,1.56E-06
8817,1.110234455,1.57E-06
7070,0.973988894,1.58E-06
10846,1.398830684,1.58E-06
9956,1.317905886,1.61E-06
55013,-0.77754092,1.63E-06
2828,0.598001605,1.64E-06
285761,0.560019202,1.65E-06
29940,0.552028728,1.66E-06
4738,-0.501947346,1.67E-06
91862,-0.680691144,1.67E-06
5358,0.809145737,1.69E-06
10855,-0.93236723,1.70E-06
8436,1.065579791,1.71E-06
64968,-0.642406534,1.71E-06
6941,-0.705304684,1.74E-06
79019,-0.757354522,1.74E-06
23412,-0.564883128,1.77E-06
11262,-0.97663314,1.80E-06
1400,1.102254887,1.81E-06
5111,-0.560404854,1.83E-06
57451,1.28079879,1.87E-06
9249,-0.945873216,1.87E-06
51053,-0.688207417,1.87E-06
11057,0.523102283,1.87E-06
51538,-0.47546821,1.88E-06
2571,1.898120719,1.91E-06
83443,-0.574910211,1.96E-06
100128385,1.097349797,1.96E-06
4277,-1.010177756,1.96E-06
9212,-0.739705624,2.02E-06
126382,-0.608416291,2.02E-06
80021,-0.578520118,2.02E-06
1742,0.701026022,2.02E-06
6892,-0.562326637,2.02E-06
4907,1.094068487,2.03E-06
1545,1.175316844,2.09E-06
8409,-0.710588855,2.11E-06
11328,0.489563295,2.13E-06
9182,-0.764875238,2.14E-06
51373,-0.478951821,2.24E-06
518,-0.589834123,2.24E-06
2151,1.557048417,2.30E-06
4065,-0.74467801,2.30E-06
51365,-2.184832389,2.32E-06
339229,-0.579890305,2.33E-06
8822,1.767564372,2.33E-06
79968,-0.686029892,2.35E-06
2195,0.854026595,2.37E-06
204,-0.509386198,2.40E-06
26353,1.123992814,2.42E-06
54674,1.08743677,2.45E-06
79961,-0.495637661,2.45E-06
5790,-0.910748294,2.49E-06
51162,0.967135421,2.50E-06
157285,0.733015904,2.51E-06
4692,1.112423141,2.51E-06
80228,0.51349891,2.55E-06
9462,0.480535907,2.55E-06
219527,-1.671741348,2.55E-06
3301,-0.44115857,2.57E-06
4927,-0.489659061,2.58E-06
3594,-0.954667818,2.59E-06
28973,-0.483148006,2.61E-06
26577,1.211532061,2.63E-06
9833,-0.727650975,2.65E-06
6943,1.565501231,2.65E-06
253018,-0.991259048,2.68E-06
3274,0.898195837,2.68E-06
10039,-0.583260868,2.70E-06
8507,0.869926987,2.70E-06
244,1.614135821,2.71E-06
1902,0.886365152,2.72E-06
85301,1.118613112,2.79E-06
685,-1.116717497,2.86E-06
256933,-1.126234633,2.87E-06
22891,0.899007607,2.91E-06
57572,0.643954118,2.94E-06
124976,0.891535448,2.96E-06
3589,1.093220695,2.96E-06
6444,1.072368788,3.05E-06
29970,0.721802895,3.10E-06
6453,0.435269277,3.12E-06
64978,-0.519945008,3.14E-06
131873,1.83271204,3.15E-06
2312,2.452392371,3.18E-06
388125,-1.472716133,3.19E-06
26115,0.663031177,3.31E-06
10385,-0.541965491,3.32E-06
56941,-0.401402939,3.40E-06
10970,0.54122655,3.44E-06
22846,0.594871272,3.46E-06
84522,-0.449367761,3.46E-06
8515,1.084881131,3.49E-06
339366,1.311080028,3.51E-06
873,-0.526102313,3.59E-06
6038,0.83002483,3.65E-06
85358,0.558114547,3.68E-06
79023,-0.482996447,3.68E-06
151354,1.29041117,3.74E-06
634,-1.094186002,3.79E-06
255057,1.141494177,3.82E-06
5771,-0.400369532,3.84E-06
51659,-0.698970853,3.86E-06
9022,1.092020424,3.87E-06
55679,0.723958394,3.88E-06
2643,-0.599153166,3.88E-06
1116,-1.135102161,4.02E-06
54331,0.648127519,4.03E-06
3151,-0.485604883,4.04E-06
3815,1.253867845,4.06E-06
2254,1.442186763,4.07E-06
10589,-0.458016833,4.08E-06
1632,-0.607057816,4.16E-06
643314,0.846962147,4.25E-06
2012,0.84116007,4.31E-06
6474,1.596826272,4.33E-06
126695,-0.590961982,4.34E-06
8520,-0.396222987,4.36E-06
79178,-0.536828348,4.42E-06
79713,-0.616417201,4.43E-06
9768,-0.763922147,4.47E-06
5052,-0.481310609,4.48E-06
23090,1.065781677,4.53E-06
962,-0.794797702,4.55E-06
283383,1.327695155,4.56E-06
79998,1.035782666,4.57E-06
388962,-0.577597924,4.60E-06
126669,0.846571843,4.60E-06
5420,0.843291473,4.62E-06
7305,-0.691119209,4.72E-06
84987,-0.568606106,4.72E-06
55204,-0.434734785,4.77E-06
1633,-0.548509109,4.81E-06
10962,0.837976929,4.93E-06
1622,-0.570620803,4.96E-06
158219,-0.811968531,5.06E-06
83401,-1.358216037,5.13E-06
10867,0.560149858,5.15E-06
80344,-0.39627977,5.17E-06
401944,0.598062263,5.21E-06
3872,1.249773623,5.26E-06
27240,-1.082207595,5.28E-06
2992,-0.511185743,5.29E-06
56132,1.488920952,5.36E-06
5648,1.433000933,5.36E-06
2153,1.188156679,5.38E-06
55030,-0.462998883,5.41E-06
3660,-0.361754704,5.46E-06
9819,0.407085839,5.46E-06
9933,-0.519113549,5.49E-06
255877,0.7231045,5.49E-06
80321,-0.505553944,5.53E-06
2537,-1.165417964,5.56E-06
341,-0.814604719,5.56E-06
3198,1.374386091,5.58E-06
1347,-0.671129934,5.63E-06
150094,0.767492417,5.68E-06
51667,-0.471406021,5.86E-06
11200,-0.567118042,5.86E-06
402665,1.758405204,5.87E-06
27333,0.652026885,5.89E-06
29089,-0.640921226,5.91E-06
6631,-0.51429411,5.94E-06
8490,0.587991462,6.01E-06
25841,0.855847733,6.01E-06
9627,1.158328822,6.01E-06
3667,0.770900273,6.03E-06
2167,2.603578137,6.06E-06
8269,-0.610198875,6.08E-06
22877,0.507657889,6.12E-06
4682,-0.459856124,6.18E-06
57758,1.198065094,6.18E-06
9647,0.53128865,6.24E-06
10570,1.274304165,6.27E-06
83595,0.892870389,6.33E-06
8581,2.642960843,6.43E-06
29082,-0.509104808,6.43E-06
794,1.527769358,6.49E-06
1780,1.176954769,6.51E-06
6493,1.683571644,6.52E-06
8854,1.89412492,6.53E-06
7083,-0.765787145,6.53E-06
283377,-0.52178746,6.67E-06
2022,0.497509013,6.73E-06
10084,-0.78160311,6.84E-06
23589,-0.551462839,6.92E-06
79084,-0.580576777,6.97E-06
254773,-1.659190745,6.98E-06
23091,0.46973123,7.08E-06
4023,1.090001627,7.08E-06
6993,-0.544331557,7.21E-06
83714,0.646296478,7.24E-06
11157,-0.52756242,7.25E-06
2224,-0.422021351,7.27E-06
541565,0.520915319,7.29E-06
7726,-0.421247564,7.34E-06
841,-0.434006688,7.39E-06
84981,0.696198694,7.39E-06
55281,-0.448337574,7.47E-06
57823,-1.207859854,7.60E-06
2662,1.835258051,7.67E-06
10993,-0.761934835,7.71E-06
23551,1.025393846,7.75E-06
388,0.707426442,7.77E-06
284217,1.277834946,7.82E-06
2004,0.566669524,7.89E-06
1649,-0.633887861,8.00E-06
7915,-0.562580593,8.04E-06
64285,0.574806291,8.07E-06
256435,0.914458019,8.15E-06
1675,0.892861014,8.15E-06
2180,0.619504773,8.24E-06
10098,0.891019115,8.25E-06
8573,0.462097279,8.32E-06
58526,-0.52247976,8.32E-06
8487,-0.546512567,8.34E-06
10350,1.253222335,8.38E-06
84941,-0.910591125,8.41E-06
128553,0.870116015,8.43E-06
57555,0.651419384,8.61E-06
97,-0.625094946,8.71E-06
55740,0.494128733,8.71E-06
57611,1.290557033,8.86E-06
64417,-0.512110762,8.86E-06
79805,0.829403006,8.89E-06
51316,-0.996571886,8.90E-06
4360,0.934250576,8.90E-06
56925,0.635582546,8.91E-06
84502,1.370086198,9.15E-06
5744,1.024008768,9.35E-06
6608,0.641941825,9.48E-06
79077,-0.540339164,9.48E-06
11040,-0.708478522,9.49E-06
128434,1.728869983,9.53E-06
9587,-0.449462069,9.61E-06
54663,-0.417669121,9.64E-06
332,-0.745101293,9.69E-06
2331,0.841587648,9.74E-06
85458,0.55877139,9.82E-06
11099,0.51155929,9.83E-06
10302,-0.485062496,9.96E-06
127544,-0.513455901,9.97E-06
55876,-1.107578343,9.97E-06
8974,0.535266058,1.00E-05
83478,0.776501012,1.01E-05
51248,-0.442223231,1.02E-05
56107,1.328052646,1.03E-05
10220,0.802453653,1.05E-05
5778,-0.794823897,1.06E-05
51554,1.222881289,1.07E-05
8875,-0.999746902,1.07E-05
54622,0.499120366,1.07E-05
2134,1.062745377,1.07E-05
64838,0.790811496,1.07E-05
201254,-0.671457041,1.07E-05
29796,-0.684566982,1.07E-05
1021,0.976735633,1.09E-05
1870,-0.674456154,1.09E-05
161742,0.479915929,1.10E-05
342527,1.62468292,1.10E-05
5588,-0.794210407,1.10E-05
6944,-0.423229375,1.10E-05
3481,2.049739749,1.10E-05
494514,-1.066249807,1.10E-05
7291,1.123090188,1.11E-05
116159,1.138680989,1.13E-05
3601,-0.796766308,1.13E-05
3336,-0.54095552,1.13E-05
124512,-0.469555485,1.13E-05
28514,1.054305127,1.14E-05
84174,-0.856969083,1.16E-05
284106,-0.586542175,1.17E-05
857,0.812400189,1.17E-05
51225,-0.640801701,1.18E-05
8764,-0.650214574,1.18E-05
80727,0.58613028,1.19E-05
91584,1.557444411,1.19E-05
5777,-0.411487707,1.20E-05
10682,-0.662845871,1.20E-05
3717,-0.546794917,1.20E-05
7410,0.618699979,1.20E-05
56104,1.491812067,1.20E-05
3791,0.636479156,1.20E-05
890,-0.645732285,1.21E-05
51699,-0.430768601,1.21E-05
5127,-0.610683261,1.21E-05
3752,1.48866525,1.22E-05
1613,0.401759104,1.22E-05
641700,0.701278034,1.22E-05
6664,1.953000002,1.22E-05
23072,1.266206858,1.23E-05
257101,-1.207267543,1.23E-05
7461,0.681141529,1.24E-05
5557,-0.623927138,1.24E-05
9645,0.733666775,1.25E-05
51690,-0.563968547,1.25E-05
168002,1.416683099,1.27E-05
6428,-0.272053464,1.28E-05
339263,0.573354404,1.28E-05
79917,-0.887819682,1.30E-05
1521,-1.032805717,1.30E-05
891,-0.622323144,1.30E-05
8828,0.850218819,1.31E-05
1493,-1.081590545,1.32E-05
388753,-0.552743329,1.32E-05
63943,-0.491754942,1.34E-05
27123,1.065787703,1.37E-05
1329,-0.560241125,1.37E-05
84418,-0.611851973,1.37E-05
10848,0.639927555,1.37E-05
8802,-0.41813466,1.37E-05
164668,-1.034562003,1.40E-05
55635,-0.719550399,1.41E-05
10950,-0.685238846,1.41E-05
5701,-0.345105284,1.42E-05
142680,1.345664762,1.43E-05
80258,-0.977793497,1.43E-05
81688,-0.400223334,1.46E-05
57214,0.970084692,1.48E-05
94,0.574060753,1.48E-05
55228,0.651019368,1.49E-05
5684,-0.443833971,1.50E-05
4616,0.722363921,1.51E-05
548321,-1.206508657,1.53E-05
9754,0.545624065,1.53E-05
389336,1.666432923,1.55E-05
84940,0.879123487,1.56E-05
139341,-0.481409482,1.60E-05
56130,1.273889257,1.64E-05
2768,0.413953481,1.64E-05
5133,-1.069263149,1.64E-05
2324,0.784924445,1.64E-05
4712,-0.564626244,1.65E-05
10245,-0.737863347,1.68E-05
38,-0.517899373,1.69E-05
1478,-0.375025546,1.69E-05
9655,0.392711506,1.70E-05
1612,0.657982373,1.70E-05
8745,1.472979693,1.70E-05
54739,-0.818103131,1.70E-05
5361,0.551700413,1.70E-05
5037,-0.405617159,1.71E-05
79838,-1.154919556,1.71E-05
338773,1.025327541,1.71E-05
1728,-0.88876079,1.74E-05
576,0.899959355,1.74E-05
4722,-0.449869556,1.74E-05
160622,0.654912342,1.75E-05
6615,0.829740352,1.76E-05
9806,1.137320559,1.76E-05
57161,-0.795888883,1.79E-05
54979,-1.303970508,1.79E-05
435,-0.530877893,1.80E-05
79781,0.790005557,1.80E-05
284018,-0.545932509,1.82E-05
56915,-0.551169963,1.83E-05
54796,0.896676812,1.84E-05
3695,-0.715954221,1.91E-05
10286,-0.442353722,1.94E-05
119587,1.475514413,1.94E-05
3561,-0.856838713,1.95E-05
150709,-0.605105505,1.97E-05
4430,0.634062451,1.98E-05
7412,0.928230275,1.99E-05
10736,1.582784803,2.01E-05
64393,0.57378145,2.01E-05
10884,-0.413676775,2.02E-05
8260,-0.564423351,2.02E-05
6300,0.743148331,2.03E-05
9639,0.673686787,2.04E-05
79132,-0.632454428,2.05E-05
9043,0.41299521,2.05E-05
2793,-0.641135992,2.05E-05
10248,-0.440166806,2.09E-05
92999,0.544238234,2.10E-05
708,-0.528866342,2.11E-05
3428,-0.660305484,2.12E-05
84439,0.886873491,2.12E-05
2055,0.563468904,2.12E-05
57502,1.149839185,2.12E-05
919,-0.854890483,2.12E-05
2295,1.061581841,2.12E-05
84844,-0.443324355,2.12E-05
10171,-0.484479178,2.12E-05
4946,-0.465746526,2.14E-05
7481,1.420504201,2.14E-05
1741,-0.408104882,2.14E-05
5919,0.902587659,2.19E-05
8651,-0.727483615,2.21E-05
3490,0.598725215,2.21E-05
2619,0.86759519,2.23E-05
154796,0.745885743,2.23E-05
146664,1.829583047,2.24E-05
51296,-0.850352398,2.25E-05
138151,0.593661058,2.29E-05
552,0.870516671,2.29E-05
51367,-0.487505727,2.32E-05
10519,-0.505724581,2.32E-05
285598,0.724278402,2.32E-05
3899,1.207596311,2.32E-05
7102,1.281462725,2.33E-05
84225,-0.747700074,2.35E-05
1890,-0.721340107,2.35E-05
9420,1.043627191,2.37E-05
4915,1.243000127,2.37E-05
51657,-0.448114728,2.37E-05
140578,-0.94502344,2.40E-05
59271,-0.754698897,2.42E-05
81887,-0.340673096,2.43E-05
9737,0.783181784,2.44E-05
1029,-1.176064957,2.44E-05
56945,-0.391818099,2.45E-05
219285,-0.793627823,2.45E-05
149461,2.104372045,2.45E-05
3764,0.829545246,2.45E-05
22822,0.92717808,2.46E-05
92689,0.489700912,2.46E-05
154791,-0.611050109,2.46E-05
51042,-0.531560354,2.53E-05
24138,-0.572848951,2.53E-05
5970,-0.312363419,2.56E-05
201299,-0.843878494,2.56E-05
578,-0.491077511,2.57E-05
3688,0.419163895,2.57E-05
10763,0.76591528,2.57E-05
155051,1.282680558,2.58E-05
23135,0.530852933,2.58E-05
79184,-0.432163452,2.59E-05
1363,0.832946389,2.60E-05
8751,-0.460380541,2.60E-05
23204,-0.451624719,2.61E-05
7884,-0.50205279,2.64E-05
1211,-0.418135602,2.65E-05
727897,1.802339331,2.65E-05
197135,-1.15674418,2.65E-05
57165,1.043191811,2.67E-05
6711,0.467506526,2.67E-05
90187,1.307641316,2.72E-05
84251,0.999374004,2.75E-05
5000,-0.377433191,2.75E-05
10979,0.469825064,2.79E-05
115106,-0.577476463,2.79E-05
23504,1.504460602,2.79E-05
8607,-0.374675023,2.81E-05
83463,-0.531795826,2.82E-05
1734,1.552910791,2.83E-05
55009,-0.542639765,2.84E-05
50808,-0.498067125,2.84E-05
6628,-0.508782673,2.86E-05
51003,-0.549360593,2.87E-05
136647,-0.418541717,2.89E-05
9781,0.610135904,2.90E-05
91703,-1.422581927,2.90E-05
152100,-0.582781653,2.90E-05
347454,-0.709790936,2.95E-05
1201,-0.403070993,2.95E-05
392255,1.259006007,2.95E-05
54962,-0.470962986,2.96E-05
25817,1.182565805,2.98E-05
29951,1.363166267,2.98E-05
80342,-0.630457367,2.98E-05
7060,1.278490439,3.00E-05
4939,-0.960523238,3.00E-05
23302,1.173072171,3.01E-05
63933,-0.450225652,3.01E-05
55572,-0.466846766,3.03E-05
3908,0.992283861,3.04E-05
9144,-0.5718425,3.05E-05
6742,-0.46551087,3.08E-05
5745,1.378739147,3.08E-05
25972,-0.345440316,3.11E-05
28971,-0.818894233,3.11E-05
100048912,-1.1432599,3.13E-05
8741,-0.536021769,3.13E-05
653361,-0.772141826,3.15E-05
6637,-0.525472561,3.15E-05
2054,0.597961246,3.15E-05
199221,0.867977699,3.16E-05
654817,-0.870975534,3.21E-05
54344,-0.719217416,3.22E-05
85417,-1.09621575,3.23E-05
7298,-0.701822894,3.25E-05
2833,-0.957961603,3.27E-05
51023,-0.453665966,3.27E-05
6489,1.01654878,3.27E-05
4733,-0.461093626,3.27E-05
10542,-0.478872459,3.32E-05
54762,-0.789261715,3.40E-05
53347,-1.095509071,3.40E-05
6647,-0.478904087,3.41E-05
1408,0.384032982,3.42E-05
51222,0.695300754,3.42E-05
6594,0.541830341,3.44E-05
8604,-0.380888392,3.44E-05
94101,-0.393434204,3.46E-05
64149,-0.486823272,3.46E-05
196500,1.502787413,3.47E-05
3033,-0.50911715,3.53E-05
51660,-0.503636032,3.53E-05
5216,-0.412824018,3.54E-05
4599,-0.978560565,3.57E-05
351,0.480034923,3.58E-05
54753,0.577780882,3.58E-05
56920,0.863049931,3.58E-05
285958,-0.513327745,3.63E-05
4792,-0.535967652,3.64E-05
254228,0.854867139,3.64E-05
498,-0.478992192,3.65E-05
1435,-0.737215468,3.65E-05
26086,0.638296434,3.68E-05
149478,0.972941845,3.70E-05
51027,-0.557667428,3.72E-05
1804,1.905169335,3.72E-05
83987,0.636790945,3.78E-05
2332,-0.472609869,3.78E-05
7846,0.683534327,3.79E-05
1678,-0.453274496,3.81E-05
55072,-0.365086911,3.82E-05
100131211,-0.558736922,3.84E-05
92369,1.4058476,3.90E-05
25764,-0.584958423,3.91E-05
23408,-0.434255758,3.93E-05
79886,-0.435777974,3.94E-05
11010,0.519651651,3.94E-05
11112,-0.491968065,3.95E-05
389362,-0.585794707,3.99E-05
22885,0.765743186,3.99E-05
80059,1.883288515,3.99E-05
91252,0.34205116,4.08E-05
65005,-0.356298787,4.17E-05
790955,-0.526240946,4.17E-05
8527,0.456540295,4.18E-05
79626,-0.666610577,4.23E-05
9410,-0.397412553,4.23E-05
11152,-0.538547393,4.24E-05
51684,0.413528146,4.24E-05
22797,-0.684196654,4.28E-05
56984,-0.378319846,4.28E-05
1580,-1.460051888,4.30E-05
64222,-0.399231843,4.34E-05
1164,-0.691939247,4.34E-05
3742,1.226660313,4.34E-05
58499,0.746774884,4.35E-05
51073,-0.56574203,4.36E-05
84332,-0.947392379,4.38E-05
8123,1.141164692,4.39E-05
10663,-0.920772731,4.39E-05
8537,1.524421953,4.43E-05
84852,-0.576915172,4.44E-05
5932,-0.58676704,4.46E-05
2938,-1.815826122,4.47E-05
10578,-1.298935397,4.47E-05
11004,-0.60029103,4.52E-05
10212,-0.635412901,4.56E-05
57608,0.900664083,4.58E-05
9232,-0.668262592,4.59E-05
387103,-0.964367378,4.67E-05
81848,0.806795788,4.67E-05
51204,-0.43549584,4.68E-05
2029,-0.380497209,4.70E-05
8877,0.767750134,4.72E-05
26271,-0.515556996,4.79E-05
4830,-0.589588725,4.79E-05
27301,-0.362540254,4.82E-05
60468,0.887698601,4.85E-05
55190,1.03672972,4.86E-05
5253,0.392528033,4.87E-05
292,-0.50384283,4.89E-05
131076,-0.466337695,4.91E-05
10016,-0.442818008,4.91E-05
712,-0.666146192,4.91E-05
5033,0.49465962,4.92E-05
11080,0.466918633,4.92E-05
79733,-0.630157404,4.93E-05
862,1.278796369,4.95E-05
57787,0.409663729,4.98E-05
84166,-0.700245888,5.00E-05
54939,-0.460770298,5.00E-05
29982,0.443061315,5.04E-05
23255,1.014282023,5.09E-05
5493,0.718977528,5.10E-05
55704,0.567378019,5.10E-05
2736,0.903291215,5.18E-05
79567,0.417686584,5.18E-05
221188,-1.212424787,5.18E-05
79679,-1.255949321,5.28E-05
79828,-0.417442504,5.28E-05
64949,-0.457136469,5.28E-05
29095,-0.501340351,5.28E-05
4940,-0.81480667,5.28E-05
79064,-0.475263927,5.28E-05
5425,-0.425791385,5.28E-05
5347,-0.57962567,5.29E-05
10203,0.602886006,5.32E-05
3512,-1.600243409,5.33E-05
533,-0.525202785,5.34E-05
4200,-0.411681933,5.37E-05
23005,0.51001992,5.41E-05
54535,-0.519714456,5.41E-05
8896,-0.419221977,5.44E-05
2784,1.017065278,5.52E-05
550,-0.332857837,5.52E-05
27092,1.106827667,5.53E-05
64781,0.525202974,5.59E-05
159013,-0.467498563,5.66E-05
126374,0.605554042,5.66E-05
9641,-0.558809207,5.69E-05
9551,-0.575705181,5.69E-05
3934,-1.158697057,5.70E-05
6398,-0.906042309,5.70E-05
1039,0.400223661,5.70E-05
55080,-0.687740738,5.72E-05
80263,-0.528913206,5.77E-05
122769,-0.512317071,5.77E-05
55711,-0.986903232,5.78E-05
4160,-1.799744366,5.78E-05
5433,-0.363508133,5.78E-05
92703,-0.407578765,5.88E-05
9867,0.371036221,5.91E-05
122704,-0.548030064,5.93E-05
124446,-0.411970309,5.99E-05
171546,-0.429874949,6.01E-05
79660,0.639437942,6.02E-05
8844,0.571167993,6.06E-05
128077,0.544531613,6.06E-05
6525,0.564989899,6.10E-05
140564,-0.803265903,6.10E-05
9519,-0.470081144,6.10E-05
83461,-0.559999752,6.13E-05
1349,-0.62050448,6.17E-05
6504,-1.005274065,6.17E-05
280636,-0.491876859,6.17E-05
117583,0.595597283,6.17E-05
157680,0.407688437,6.22E-05
9184,-0.346505859,6.23E-05
80183,0.679877327,6.23E-05
347733,1.739842826,6.24E-05
3766,-1.069377586,6.26E-05
284340,-1.543635474,6.28E-05
84709,1.048557167,6.29E-05
389289,-0.95236085,6.32E-05
169166,-1.671240547,6.32E-05
112,0.469387095,6.35E-05
4919,0.857721094,6.36E-05
5689,-0.463494619,6.37E-05
134285,-1.063682438,6.40E-05
146057,0.548190933,6.40E-05
54930,-0.542617838,6.41E-05
10626,0.577077292,6.41E-05
60386,-0.445393069,6.42E-05
389523,0.814984355,6.48E-05
28951,0.716632254,6.50E-05
7629,-0.401697106,6.53E-05
54460,-0.542092495,6.54E-05
440836,-0.865280271,6.60E-05
387338,-0.351109511,6.67E-05
3761,1.627701975,6.67E-05
6432,-0.253748283,6.70E-05
4534,-0.502467261,6.74E-05
1047,-1.140675156,6.76E-05
2535,0.777660545,6.79E-05
8777,0.573512094,6.79E-05
317649,-0.599630218,6.84E-05
9965,2.334952768,6.87E-05
55423,-1.045476478,6.88E-05
57120,0.36023557,6.88E-05
81544,0.846370904,6.89E-05
51547,-0.406116198,6.92E-05
84790,-0.427158259,6.94E-05
4647,-0.742223942,6.96E-05
64764,0.459658802,6.98E-05
5691,-0.537934794,7.01E-05
91107,-0.671067533,7.03E-05
58495,-0.545694537,7.06E-05
1854,-0.45225897,7.07E-05
6903,-0.45030614,7.08E-05
374291,-0.466879676,7.10E-05
22841,0.475007853,7.11E-05
2519,-0.383838302,7.15E-05
80308,-0.356419677,7.15E-05
4708,-0.530999861,7.19E-05
129531,-0.36944074,7.19E-05
118932,-0.82107757,7.21E-05
3139,-0.748786617,7.22E-05
